GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0002702	positive regulation of production of molecular mediator of immune response	0.00085363653432994	0.00085363653432994	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000007430,ENSMLUG00000016598,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000011728,ENSMLUG00000011842
GO:0002761	regulation of myeloid leukocyte differentiation	0.0009325741451860629	0.0009325741451860629	+1	ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000014860,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000017391,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782
GO:0045088	regulation of innate immune response	0.0010407743817393642	0.0010407743817393642	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000014580,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000000153,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000011543,ENSMLUG00000002214,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000004535,ENSMLUG00000017610
GO:0045089	positive regulation of innate immune response	0.001060169087181708	0.001060169087181708	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000000153,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000004535,ENSMLUG00000017610
GO:0098609	cell-cell adhesion	0.0010696435652846614	0.0010696435652846614	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000015885,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000008558,ENSMLUG00000012338,ENSMLUG00000003153,ENSMLUG00000008325,ENSMLUG00000016505,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012385,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000002912,ENSMLUG00000015855,ENSMLUG00000006311,ENSMLUG00000012295,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000011728,ENSMLUG00000012304,ENSMLUG00000007389,ENSMLUG00000016593,ENSMLUG00000008593,ENSMLUG00000014215,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000012289,ENSMLUG00000007782,ENSMLUG00000005588,ENSMLUG00000030213
GO:1903708	positive regulation of hemopoiesis	0.0011192678348512218	0.0011192678348512218	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000003347,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000017391,ENSMLUG00000026303,ENSMLUG00000001859,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782
GO:0002708	positive regulation of lymphocyte mediated immunity	0.001141139043804264	0.001141139043804264	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000004581
GO:1902105	regulation of leukocyte differentiation	0.0011676655605149318	0.0011676655605149318	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000014860,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000017391,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782
GO:0071621	granulocyte chemotaxis	0.0012079205015151028	0.0012079205015151028	+1	ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000002912
GO:0002448	mast cell mediated immunity	0.0012834988898004914	0.0012834988898004914	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000011728
GO:0043303	mast cell degranulation	0.0012834988898004914	0.0012834988898004914	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000011728
GO:0002449	lymphocyte mediated immunity	0.0013846561243557331	0.0013846561243557331	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000004581,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000017391
GO:0030029	actin filament-based process	0.0015246094940669142	0.0015246094940669142	+1	ENSMLUG00000014393,ENSMLUG00000016644,ENSMLUG00000016505,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000024927,ENSMLUG00000001605,ENSMLUG00000007751,ENSMLUG00000022687,ENSMLUG00000016537,ENSMLUG00000012968,ENSMLUG00000005560,ENSMLUG00000023986,ENSMLUG00000022371,ENSMLUG00000003347,ENSMLUG00000022764,ENSMLUG00000022719,ENSMLUG00000024725,ENSMLUG00000003661,ENSMLUG00000022385,ENSMLUG00000010249,ENSMLUG00000007111,ENSMLUG00000010039,ENSMLUG00000006713,ENSMLUG00000011066,ENSMLUG00000011425,ENSMLUG00000008593,ENSMLUG00000006695,ENSMLUG00000011511,ENSMLUG00000002948,ENSMLUG00000012447,ENSMLUG00000014356,ENSMLUG00000017195,ENSMLUG00000013991,ENSMLUG00000003799,ENSMLUG00000013160,ENSMLUG00000011626,ENSMLUG00000006065,ENSMLUG00000012115,ENSMLUG00000015503,ENSMLUG00000010933,ENSMLUG00000024685,ENSMLUG00000004807,ENSMLUG00000013098,ENSMLUG00000012284,ENSMLUG00000014316,ENSMLUG00000017561,ENSMLUG00000006248,ENSMLUG00000027901,ENSMLUG00000025088
GO:0022409	positive regulation of cell-cell adhesion	0.0015441978775249184	0.0015441978775249184	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000015885,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000001859,ENSMLUG00000007782
GO:0002683	negative regulation of immune system process	0.0016850961495527238	0.0016850961495527238	+1	ENSMLUG00000002828,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000005115,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000017172,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000011369,ENSMLUG00000010411,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000010038,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000002214,ENSMLUG00000026018,ENSMLUG00000009772,ENSMLUG00000013225,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098,ENSMLUG00000004535
GO:0051336	regulation of hydrolase activity	0.0018141645033208436	0.0018141645033208436	+1	ENSMLUG00000003450,ENSMLUG00000004912,ENSMLUG00000000290,ENSMLUG00000014137,ENSMLUG00000016644,ENSMLUG00000014375,ENSMLUG00000001781,ENSMLUG00000009793,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000001605,ENSMLUG00000016835,ENSMLUG00000001022,ENSMLUG00000008775,ENSMLUG00000000153,ENSMLUG00000029819,ENSMLUG00000023668,ENSMLUG00000017009,ENSMLUG00000012968,ENSMLUG00000015190,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000028974,ENSMLUG00000014257,ENSMLUG00000027885,ENSMLUG00000002912,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000013263,ENSMLUG00000006849,ENSMLUG00000003661,ENSMLUG00000008204,ENSMLUG00000011541,ENSMLUG00000008745,ENSMLUG00000016412,ENSMLUG00000007111,ENSMLUG00000016819,ENSMLUG00000009425,ENSMLUG00000023678,ENSMLUG00000026303,ENSMLUG00000023956,ENSMLUG00000011177,ENSMLUG00000008593,ENSMLUG00000028380,ENSMLUG00000004478,ENSMLUG00000017058,ENSMLUG00000006695,ENSMLUG00000007063,ENSMLUG00000002968,ENSMLUG00000028983,ENSMLUG00000000196,ENSMLUG00000006887,ENSMLUG00000007834,ENSMLUG00000014356,ENSMLUG00000003799,ENSMLUG00000008348,ENSMLUG00000000952,ENSMLUG00000013890,ENSMLUG00000008749,ENSMLUG00000009718,ENSMLUG00000005967,ENSMLUG00000004075,ENSMLUG00000007106,ENSMLUG00000029396,ENSMLUG00000009336,ENSMLUG00000022457,ENSMLUG00000004106,ENSMLUG00000005936,ENSMLUG00000016863,ENSMLUG00000007990,ENSMLUG00000027901,ENSMLUG00000012943,ENSMLUG00000010629,ENSMLUG00000015997
GO:0097529	myeloid leukocyte migration	0.0018480128125938386	0.0018480128125938386	+1	ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000010038,ENSMLUG00000009772,ENSMLUG00000011739,ENSMLUG00000005967
GO:0032609	interferon-gamma production	0.0018676457037793313	0.0018676457037793313	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000001974,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000006716,ENSMLUG00000013014,ENSMLUG00000016718
GO:1903706	regulation of hemopoiesis	0.0018794200707615005	0.0018794200707615005	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000014860,ENSMLUG00000003347,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000017391,ENSMLUG00000026303,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000017089,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000013098
GO:0002218	activation of innate immune response	0.0019084345404662812	0.0019084345404662812	+1	ENSMLUG00000012387,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000004535,ENSMLUG00000017610
GO:0030036	actin cytoskeleton organization	0.001940303758696942	0.001940303758696942	+1	ENSMLUG00000014393,ENSMLUG00000016644,ENSMLUG00000016505,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000024927,ENSMLUG00000001605,ENSMLUG00000007751,ENSMLUG00000022687,ENSMLUG00000016537,ENSMLUG00000012968,ENSMLUG00000005560,ENSMLUG00000023986,ENSMLUG00000022371,ENSMLUG00000003347,ENSMLUG00000022764,ENSMLUG00000022719,ENSMLUG00000024725,ENSMLUG00000003661,ENSMLUG00000022385,ENSMLUG00000010249,ENSMLUG00000007111,ENSMLUG00000010039,ENSMLUG00000011066,ENSMLUG00000011425,ENSMLUG00000006695,ENSMLUG00000011511,ENSMLUG00000002948,ENSMLUG00000012447,ENSMLUG00000017195,ENSMLUG00000003799,ENSMLUG00000013160,ENSMLUG00000011626,ENSMLUG00000006065,ENSMLUG00000012115,ENSMLUG00000015503,ENSMLUG00000010933,ENSMLUG00000024685,ENSMLUG00000004807,ENSMLUG00000013098,ENSMLUG00000012284,ENSMLUG00000014316,ENSMLUG00000017561,ENSMLUG00000006248,ENSMLUG00000027901,ENSMLUG00000025088
GO:0002279	mast cell activation involved in immune response	0.002038133320575842	0.002038133320575842	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000011728
GO:0032103	positive regulation of response to external stimulus	0.0021244296697531754	0.0021244296697531754	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000006910,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000004581,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000015855,ENSMLUG00000008204,ENSMLUG00000016412,ENSMLUG00000015097,ENSMLUG00000016718,ENSMLUG00000012813
GO:0009607	response to biotic stimulus	0.0021248635558348563	0.0021248635558348563	+1	ENSMLUG00000027823,ENSMLUG00000012920,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000026379,ENSMLUG00000030769,ENSMLUG00000000164,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000011444,ENSMLUG00000002840,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000022206,ENSMLUG00000022385,ENSMLUG00000013014,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000010167,ENSMLUG00000014782,ENSMLUG00000004366,ENSMLUG00000007782,ENSMLUG00000009023,ENSMLUG00000009174,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000002266,ENSMLUG00000002214,ENSMLUG00000014246,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000014338,ENSMLUG00000024685,ENSMLUG00000004202,ENSMLUG00000013098,ENSMLUG00000004535
GO:0050707	regulation of cytokine secretion	0.0022645903368135427	0.0022645903368135427	+1	ENSMLUG00000012387,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000007417,ENSMLUG00000014860,ENSMLUG00000005737,ENSMLUG00000015097,ENSMLUG00000012813
GO:0002456	T cell mediated immunity	0.0023789659782774276	0.0023789659782774276	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778
GO:0070486	leukocyte aggregation	0.002426873247521887	0.002426873247521887	+1	ENSMLUG00000009941,ENSMLUG00000012668,ENSMLUG00000002912,ENSMLUG00000006311,ENSMLUG00000011728,ENSMLUG00000008116
GO:0030316	osteoclast differentiation	0.0025878036445175392	0.0025878036445175392	+1	ENSMLUG00000011360,ENSMLUG00000003969,ENSMLUG00000006778,ENSMLUG00000004581,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000010517,ENSMLUG00000017391,ENSMLUG00000000285,ENSMLUG00000003729,ENSMLUG00000012714,ENSMLUG00000002060,ENSMLUG00000005967,ENSMLUG00000013098
GO:0002292	T cell differentiation involved in immune response	0.0027211551815417784	0.0027211551815417784	+1	ENSMLUG00000027823,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000000639
GO:0007264	small GTPase mediated signal transduction	0.0028326644981072663	0.0028326644981072663	+1	ENSMLUG00000001781,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000009914,ENSMLUG00000016537,ENSMLUG00000000153,ENSMLUG00000000899,ENSMLUG00000015190,ENSMLUG00000023986,ENSMLUG00000022371,ENSMLUG00000006592,ENSMLUG00000028974,ENSMLUG00000027885,ENSMLUG00000011914,ENSMLUG00000022764,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000003661,ENSMLUG00000010249,ENSMLUG00000011541,ENSMLUG00000007111,ENSMLUG00000010039,ENSMLUG00000016819,ENSMLUG00000014870,ENSMLUG00000011066,ENSMLUG00000012675,ENSMLUG00000013470,ENSMLUG00000002948,ENSMLUG00000007834,ENSMLUG00000014356,ENSMLUG00000013557,ENSMLUG00000013365,ENSMLUG00000001627,ENSMLUG00000017561,ENSMLUG00000006248,ENSMLUG00000027901,ENSMLUG00000012943,ENSMLUG00000006278,ENSMLUG00000001480
GO:0022407	regulation of cell-cell adhesion	0.0028961212886178343	0.0028961212886178343	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000015885,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000011728,ENSMLUG00000007389,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000007782,ENSMLUG00000030213,ENSMLUG00000002060,ENSMLUG00000026018,ENSMLUG00000017089,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098
GO:0002526	acute inflammatory response	0.0029029618862726463	0.0029029618862726463	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000025115,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000003911,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000008204
GO:0045785	positive regulation of cell adhesion	0.0029189931194283387	0.0029189931194283387	+1	ENSMLUG00000003450,ENSMLUG00000013957,ENSMLUG00000009941,ENSMLUG00000015885,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000011999,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000007782,ENSMLUG00000010197,ENSMLUG00000028983
GO:0050863	regulation of T cell activation	0.002923207355420296	0.002923207355420296	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006716,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000007782,ENSMLUG00000002060,ENSMLUG00000026018,ENSMLUG00000017089,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098
GO:0002886	regulation of myeloid leukocyte mediated immunity	0.003018472848343723	0.003018472848343723	+1	ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000016718
GO:0046635	positive regulation of alpha-beta T cell activation	0.0032662444996413207	0.0032662444996413207	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000016718,ENSMLUG00000007782,ENSMLUG00000017089
GO:0045637	regulation of myeloid cell differentiation	0.0033188122100004974	0.0033188122100004974	+1	ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000014860,ENSMLUG00000003347,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000017391,ENSMLUG00000026303,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000005967
GO:0071216	cellular response to biotic stimulus	0.0034182901506690394	0.0034182901506690394	+1	ENSMLUG00000009941,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000000164,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000013098
GO:0043304	regulation of mast cell degranulation	0.0034994166433043134	0.0034994166433043134	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860
GO:0002819	regulation of adaptive immune response	0.00360134637043663	0.00360134637043663	+1	ENSMLUG00000009941,ENSMLUG00000014217,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581
GO:0002685	regulation of leukocyte migration	0.0041661859065143525	0.0041661859065143525	+1	ENSMLUG00000003450,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000006716,ENSMLUG00000014860,ENSMLUG00000011419,ENSMLUG00000006311,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000012289,ENSMLUG00000010038,ENSMLUG00000009772,ENSMLUG00000011739,ENSMLUG00000005967
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.004739408840609877	0.004739408840609877	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000013014,ENSMLUG00000016718
GO:0046651	lymphocyte proliferation	0.004739669535204786	0.004739669535204786	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000017391,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098,ENSMLUG00000014034
GO:0051674	localization of cell	0.0048418545034168954	0.0048418545034168954	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000000290,ENSMLUG00000009941,ENSMLUG00000014393,ENSMLUG00000011096,ENSMLUG00000004884,ENSMLUG00000008558,ENSMLUG00000003153,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000011791,ENSMLUG00000016537,ENSMLUG00000022688,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000009413,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000005560,ENSMLUG00000006716,ENSMLUG00000009831,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000028344,ENSMLUG00000029749,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000000639,ENSMLUG00000002533,ENSMLUG00000006311,ENSMLUG00000016412,ENSMLUG00000010039,ENSMLUG00000016819,ENSMLUG00000008026,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000011728,ENSMLUG00000012949,ENSMLUG00000008593,ENSMLUG00000028659,ENSMLUG00000014215,ENSMLUG00000001859,ENSMLUG00000012289,ENSMLUG00000010197,ENSMLUG00000016348,ENSMLUG00000030213,ENSMLUG00000017195,ENSMLUG00000022840,ENSMLUG00000016681,ENSMLUG00000010038,ENSMLUG00000013160,ENSMLUG00000008622,ENSMLUG00000011626,ENSMLUG00000016882,ENSMLUG00000009772,ENSMLUG00000013225,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000004075,ENSMLUG00000013365,ENSMLUG00000004545,ENSMLUG00000001627,ENSMLUG00000013098,ENSMLUG00000009809,ENSMLUG00000009336,ENSMLUG00000014316,ENSMLUG00000017561,ENSMLUG00000006248,ENSMLUG00000007990,ENSMLUG00000027901,ENSMLUG00000006278,ENSMLUG00000015472,ENSMLUG00000010629,ENSMLUG00000001480,ENSMLUG00000008116
