geneID,length
ENSMLUT00000030259,678
ENSMLUT00000020579,73
ENSMLUT00000026568,951
ENSMLUT00000031178,378
ENSMLUT00000031196,1596
ENSMLUT00000028518,306
ENSMLUT00000026141,699
ENSMLUT00000029344,645
ENSMLUT00000021495,106
ENSMLUT00000025575,191
ENSMLUT00000027550,1416
ENSMLUT00000023062,624
ENSMLUT00000030636,264
ENSMLUT00000024102,355
ENSMLUT00000030923,1200
ENSMLUT00000024105,363
ENSMLUT00000026197,345
ENSMLUT00000025951,552
ENSMLUT00000027321,324
ENSMLUT00000029882,588
ENSMLUT00000025506,876
ENSMLUT00000023228,321
ENSMLUT00000027613,1692
ENSMLUT00000028615,609
ENSMLUT00000024571,969
ENSMLUT00000029557,567
ENSMLUT00000029147,987
ENSMLUT00000028691,340
ENSMLUT00000028573,858
ENSMLUT00000025328,1089
ENSMLUT00000029602,1575
ENSMLUT00000030653,997
ENSMLUT00000029002,71
ENSMLUT00000027636,204
ENSMLUT00000030130,107
ENSMLUT00000027273,399
ENSMLUT00000028855,1116
ENSMLUT00000029852,384
ENSMLUT00000030160,1449
ENSMLUT00000023087,852
ENSMLUT00000029730,228
ENSMLUT00000026311,666
ENSMLUT00000029784,106
ENSMLUT00000022241,903
ENSMLUT00000025786,1635
ENSMLUT00000022595,708
ENSMLUT00000027102,510
ENSMLUT00000030093,444
ENSMLUT00000030132,387
ENSMLUT00000022833,119
ENSMLUT00000023377,68
ENSMLUT00000030433,107
ENSMLUT00000028542,104
ENSMLUT00000026563,354
ENSMLUT00000028287,165
ENSMLUT00000030041,786
ENSMLUT00000027500,444
ENSMLUT00000025240,2079
ENSMLUT00000026650,258
ENSMLUT00000030602,107
ENSMLUT00000029707,54
ENSMLUT00000024494,1125
ENSMLUT00000029148,156
ENSMLUT00000025450,783
ENSMLUT00000030988,939
ENSMLUT00000029723,981
ENSMLUT00000029182,2229
ENSMLUT00000030529,534
ENSMLUT00000028388,1095
ENSMLUT00000029681,1010
ENSMLUT00000029584,107
ENSMLUT00000024824,555
ENSMLUT00000023784,444
ENSMLUT00000026743,573
ENSMLUT00000022473,849
ENSMLUT00000024370,423
ENSMLUT00000028321,120
ENSMLUT00000028537,942
ENSMLUT00000024115,474
ENSMLUT00000028085,906
ENSMLUT00000027883,1065
ENSMLUT00000025052,1056
ENSMLUT00000026657,303
ENSMLUT00000025838,127
ENSMLUT00000025542,438
ENSMLUT00000022938,1470
ENSMLUT00000029775,489
ENSMLUT00000027623,441
ENSMLUT00000027939,1649
ENSMLUT00000022908,1311
ENSMLUT00000013301,1494
ENSMLUT00000023126,132
ENSMLUT00000023771,429
ENSMLUT00000021167,97
ENSMLUT00000026979,60
ENSMLUT00000025285,2232
ENSMLUT00000027325,297
ENSMLUT00000028683,444
ENSMLUT00000023016,1035
ENSMLUT00000025400,702
ENSMLUT00000026407,819
ENSMLUT00000024576,963
ENSMLUT00000029554,1458
ENSMLUT00000025716,957
ENSMLUT00000025255,822
ENSMLUT00000024298,91
ENSMLUT00000029935,279
ENSMLUT00000024957,585
ENSMLUT00000023561,1704
ENSMLUT00000024427,4692
ENSMLUT00000024533,130
ENSMLUT00000024936,429
ENSMLUT00000028355,1824
ENSMLUT00000024641,765
ENSMLUT00000024848,1725
ENSMLUT00000028736,1116
ENSMLUT00000028504,447
ENSMLUT00000008205,324
ENSMLUT00000027207,639
ENSMLUT00000023092,1341
ENSMLUT00000024728,228
ENSMLUT00000026036,102
ENSMLUT00000022472,107
ENSMLUT00000026389,228
ENSMLUT00000029903,762
ENSMLUT00000030799,79
ENSMLUT00000030110,1497
ENSMLUT00000025818,489
ENSMLUT00000027250,111
ENSMLUT00000028638,2931
ENSMLUT00000030958,68
ENSMLUT00000025847,450
ENSMLUT00000030008,435
ENSMLUT00000028057,732
ENSMLUT00000022231,1236
ENSMLUT00000030564,67
ENSMLUT00000022223,681
ENSMLUT00000025150,492
ENSMLUT00000027165,716
ENSMLUT00000023577,741
ENSMLUT00000031257,993
ENSMLUT00000024151,405
ENSMLUT00000027765,405
ENSMLUT00000022695,2712
ENSMLUT00000026089,1290
ENSMLUT00000028464,552
ENSMLUT00000030728,585
ENSMLUT00000027271,107
ENSMLUT00000026120,252
ENSMLUT00000022605,675
ENSMLUT00000024543,639
ENSMLUT00000025645,107
ENSMLUT00000022745,366
ENSMLUT00000029195,107
ENSMLUT00000030733,107
ENSMLUT00000022177,1713
ENSMLUT00000025018,471
ENSMLUT00000030536,129
ENSMLUT00000028916,540
ENSMLUT00000024763,1359
ENSMLUT00000023546,903
ENSMLUT00000019958,107
ENSMLUT00000029951,2031
ENSMLUT00000023936,753
ENSMLUT00000025060,402
ENSMLUT00000029579,81
ENSMLUT00000023870,1203
ENSMLUT00000029621,1671
ENSMLUT00000024985,510
ENSMLUT00000026122,573
ENSMLUT00000024405,1674
ENSMLUT00000025810,1221
ENSMLUT00000027217,132
ENSMLUT00000022441,327
ENSMLUT00000027049,3885
ENSMLUT00000024902,819
ENSMLUT00000025552,717
ENSMLUT00000030042,107
ENSMLUT00000028140,134
ENSMLUT00000020260,92
ENSMLUT00000023863,954
ENSMLUT00000025355,107
ENSMLUT00000024941,1098
ENSMLUT00000023221,231
ENSMLUT00000023960,1398
ENSMLUT00000025559,1110
ENSMLUT00000027903,1587
ENSMLUT00000027600,2337
ENSMLUT00000025263,104
ENSMLUT00000029747,630
ENSMLUT00000027216,102
ENSMLUT00000026687,1479
ENSMLUT00000029762,984
ENSMLUT00000030441,139
ENSMLUT00000024505,942
ENSMLUT00000027136,1101
ENSMLUT00000024637,933
ENSMLUT00000023756,312
ENSMLUT00000030027,315
ENSMLUT00000025922,435
ENSMLUT00000029374,637
ENSMLUT00000030556,1395
ENSMLUT00000028499,768
ENSMLUT00000026537,78
ENSMLUT00000027425,447
ENSMLUT00000029274,807
ENSMLUT00000023470,2175
ENSMLUT00000020225,87
ENSMLUT00000028268,393
ENSMLUT00000028411,390
ENSMLUT00000024709,723
ENSMLUT00000026976,813
ENSMLUT00000024111,109
ENSMLUT00000025632,753
ENSMLUT00000024755,567
ENSMLUT00000024640,101
ENSMLUT00000031000,3552
ENSMLUT00000026191,85
ENSMLUT00000022410,63
ENSMLUT00000023057,378
ENSMLUT00000027408,885
ENSMLUT00000029612,129
ENSMLUT00000020888,299
ENSMLUT00000026499,1947
ENSMLUT00000006776,1350
ENSMLUT00000024998,681
ENSMLUT00000029171,145
ENSMLUT00000026048,107
ENSMLUT00000024078,1239
ENSMLUT00000023701,1287
ENSMLUT00000024509,107
ENSMLUT00000030412,316
ENSMLUT00000027761,726
ENSMLUT00000023063,1590
ENSMLUT00000023623,125
ENSMLUT00000026490,591
ENSMLUT00000028886,618
ENSMLUT00000026416,1922
ENSMLUT00000023568,753
ENSMLUT00000028083,483
ENSMLUT00000022658,900
ENSMLUT00000031010,711
ENSMLUT00000028831,1044
ENSMLUT00000027295,1551
ENSMLUT00000022265,738
ENSMLUT00000027380,789
ENSMLUT00000023665,126
ENSMLUT00000023478,534
ENSMLUT00000028889,534
ENSMLUT00000025789,630
ENSMLUT00000022549,858
ENSMLUT00000025384,738
ENSMLUT00000030903,615
ENSMLUT00000028517,336
ENSMLUT00000029088,78
ENSMLUT00000028907,69
ENSMLUT00000024754,1401
ENSMLUT00000027015,1425
ENSMLUT00000028586,294
ENSMLUT00000026729,798
ENSMLUT00000023683,633
ENSMLUT00000029645,633
ENSMLUT00000020434,70
ENSMLUT00000026331,693
ENSMLUT00000026719,156
ENSMLUT00000017559,954
ENSMLUT00000028772,720
ENSMLUT00000030276,543
ENSMLUT00000022286,174
ENSMLUT00000024187,65
ENSMLUT00000026406,612
ENSMLUT00000027766,942
ENSMLUT00000022858,79
ENSMLUT00000029034,564
ENSMLUT00000024254,690
ENSMLUT00000022520,2286
ENSMLUT00000029734,660
ENSMLUT00000024882,324
ENSMLUT00000023243,84
ENSMLUT00000031029,1161
ENSMLUT00000026871,996
ENSMLUT00000025505,351
ENSMLUT00000022563,1083
ENSMLUT00000029403,783
ENSMLUT00000028265,71
ENSMLUT00000029547,792
ENSMLUT00000025483,2619
ENSMLUT00000025203,1179
ENSMLUT00000027687,870
ENSMLUT00000028279,1539
ENSMLUT00000028917,1533
ENSMLUT00000026299,393
ENSMLUT00000025886,519
ENSMLUT00000031234,11511
ENSMLUT00000027395,525
ENSMLUT00000028142,435
ENSMLUT00000028556,2109
ENSMLUT00000026268,510
ENSMLUT00000025495,1407
ENSMLUT00000030198,1389
ENSMLUT00000028701,106
ENSMLUT00000026581,498
ENSMLUT00000024518,843
ENSMLUT00000026230,2133
ENSMLUT00000023521,510
ENSMLUT00000025250,645
ENSMLUT00000022367,843
ENSMLUT00000027356,492
ENSMLUT00000023491,156
ENSMLUT00000023838,936
ENSMLUT00000025402,639
ENSMLUT00000029160,129
ENSMLUT00000024125,264
ENSMLUT00000022732,1170
ENSMLUT00000027927,1125
ENSMLUT00000028368,438
ENSMLUT00000026318,756
ENSMLUT00000023013,399
ENSMLUT00000024850,2013
ENSMLUT00000025685,572
ENSMLUT00000028175,1065
ENSMLUT00000023608,288
ENSMLUT00000025489,1098
ENSMLUT00000026500,534
ENSMLUT00000026280,729
ENSMLUT00000023856,735
ENSMLUT00000027233,1251
ENSMLUT00000024268,94
ENSMLUT00000027257,306
ENSMLUT00000025694,1767
ENSMLUT00000026432,137
ENSMLUT00000028479,927
ENSMLUT00000029506,84
ENSMLUT00000028030,339
ENSMLUT00000029617,480
ENSMLUT00000025766,107
ENSMLUT00000025019,100
ENSMLUT00000026798,147
ENSMLUT00000023198,107
ENSMLUT00000030435,243
ENSMLUT00000022789,942
ENSMLUT00000025710,459
ENSMLUT00000028158,1476
ENSMLUT00000024862,2268
ENSMLUT00000025693,474
ENSMLUT00000022646,342
ENSMLUT00000029415,1224
ENSMLUT00000023532,384
ENSMLUT00000021821,130
ENSMLUT00000030660,696
ENSMLUT00000024692,342
ENSMLUT00000029854,495
ENSMLUT00000023262,125
ENSMLUT00000026356,450
ENSMLUT00000027671,1098
ENSMLUT00000024732,828
ENSMLUT00000026604,393
ENSMLUT00000027275,360
ENSMLUT00000028168,378
ENSMLUT00000026448,789
ENSMLUT00000030583,525
ENSMLUT00000030563,867
ENSMLUT00000030826,99
ENSMLUT00000025737,606
ENSMLUT00000026378,70
ENSMLUT00000025039,88
ENSMLUT00000030374,282
ENSMLUT00000025233,1455
ENSMLUT00000031112,1410
ENSMLUT00000030495,75
ENSMLUT00000030866,1812
ENSMLUT00000029058,139
ENSMLUT00000029508,576
ENSMLUT00000031262,273
ENSMLUT00000027672,435
ENSMLUT00000028879,663
ENSMLUT00000024323,564
ENSMLUT00000026906,363
ENSMLUT00000030473,432
ENSMLUT00000029626,450
ENSMLUT00000031158,420
ENSMLUT00000023544,106
ENSMLUT00000026622,128
ENSMLUT00000030713,5004
ENSMLUT00000025751,489
ENSMLUT00000029674,129
ENSMLUT00000024869,363
ENSMLUT00000025213,357
ENSMLUT00000028892,747
ENSMLUT00000028727,606
ENSMLUT00000031208,477
ENSMLUT00000023553,318
ENSMLUT00000029672,1278
ENSMLUT00000023306,408
ENSMLUT00000023969,303
ENSMLUT00000030633,747
ENSMLUT00000024153,615
ENSMLUT00000022318,399
ENSMLUT00000026234,396
ENSMLUT00000023886,1293
ENSMLUT00000016221,240
ENSMLUT00000029742,546
ENSMLUT00000028657,720
ENSMLUT00000028480,978
ENSMLUT00000031246,1428
ENSMLUT00000024744,2088
ENSMLUT00000031032,705
ENSMLUT00000030321,975
ENSMLUT00000028939,501
ENSMLUT00000022438,240
ENSMLUT00000023773,699
ENSMLUT00000028631,119
ENSMLUT00000025394,795
ENSMLUT00000028077,405
ENSMLUT00000029404,1410
ENSMLUT00000023181,450
ENSMLUT00000022910,102
ENSMLUT00000028924,615
ENSMLUT00000025613,99
ENSMLUT00000025556,1345
ENSMLUT00000029735,501
ENSMLUT00000022936,348
ENSMLUT00000022418,729
ENSMLUT00000024974,1383
ENSMLUT00000023269,72
ENSMLUT00000022771,489
ENSMLUT00000024666,117
ENSMLUT00000030118,255
ENSMLUT00000024857,1068
ENSMLUT00000024244,354
ENSMLUT00000028540,351
ENSMLUT00000030109,900
ENSMLUT00000030177,438
ENSMLUT00000029256,555
ENSMLUT00000029691,552
ENSMLUT00000028266,108
ENSMLUT00000027236,969
ENSMLUT00000029400,1032
ENSMLUT00000027914,507
ENSMLUT00000031195,1074
ENSMLUT00000027723,222
ENSMLUT00000023921,807
ENSMLUT00000013386,588
ENSMLUT00000025616,519
ENSMLUT00000029923,759
ENSMLUT00000026420,111
ENSMLUT00000028942,1143
ENSMLUT00000026316,387
ENSMLUT00000023600,714
ENSMLUT00000028254,723
ENSMLUT00000026341,390
ENSMLUT00000025200,1689
ENSMLUT00000030149,315
ENSMLUT00000029388,444
ENSMLUT00000025824,708
ENSMLUT00000029582,396
ENSMLUT00000024699,191
ENSMLUT00000010126,360
ENSMLUT00000030231,345
ENSMLUT00000030643,1623
ENSMLUT00000026542,735
ENSMLUT00000030710,480
ENSMLUT00000022537,261
ENSMLUT00000024211,83
ENSMLUT00000024580,939
ENSMLUT00000022533,675
ENSMLUT00000022718,681
ENSMLUT00000028296,696
ENSMLUT00000030045,693
ENSMLUT00000025428,312
ENSMLUT00000030839,312
ENSMLUT00000025602,1620
ENSMLUT00000027745,813
ENSMLUT00000022226,963
ENSMLUT00000017320,603
ENSMLUT00000029569,653
ENSMLUT00000029011,42
ENSMLUT00000026236,1143
ENSMLUT00000026032,138
ENSMLUT00000030506,1284
ENSMLUT00000022401,164
ENSMLUT00000027220,89
ENSMLUT00000027917,927
ENSMLUT00000027967,369
ENSMLUT00000027318,1083
ENSMLUT00000029431,1056
ENSMLUT00000027351,1077
ENSMLUT00000025318,74
ENSMLUT00000023443,723
ENSMLUT00000027663,621
ENSMLUT00000026494,2976
ENSMLUT00000022766,819
ENSMLUT00000026043,107
ENSMLUT00000029727,1929
ENSMLUT00000016698,426
ENSMLUT00000026901,867
ENSMLUT00000029463,70
ENSMLUT00000025064,1071
ENSMLUT00000025322,762
ENSMLUT00000031154,1167
ENSMLUT00000024590,960
ENSMLUT00000028721,1476
ENSMLUT00000022966,177
ENSMLUT00000026637,789
ENSMLUT00000029677,501
ENSMLUT00000023648,483
ENSMLUT00000023490,813
ENSMLUT00000025680,339
ENSMLUT00000029479,1269
ENSMLUT00000023291,516
ENSMLUT00000027396,1344
ENSMLUT00000024122,83
ENSMLUT00000024849,639
ENSMLUT00000025790,96
ENSMLUT00000026202,276
ENSMLUT00000024712,513
ENSMLUT00000031166,73
ENSMLUT00000025334,936
ENSMLUT00000023313,609
ENSMLUT00000022524,783
ENSMLUT00000017002,396
ENSMLUT00000027308,279
ENSMLUT00000029864,134
ENSMLUT00000029718,146
ENSMLUT00000030525,510
ENSMLUT00000030834,267
ENSMLUT00000027616,420
ENSMLUT00000022997,1689
ENSMLUT00000029284,435
ENSMLUT00000030765,612
ENSMLUT00000023445,741
ENSMLUT00000030498,120
ENSMLUT00000026602,1119
ENSMLUT00000026597,711
ENSMLUT00000027930,77
ENSMLUT00000023423,67
ENSMLUT00000029025,131
ENSMLUT00000022857,129
ENSMLUT00000026453,2749
ENSMLUT00000030884,930
ENSMLUT00000022347,70
ENSMLUT00000024179,2427
ENSMLUT00000024294,1473
ENSMLUT00000030977,2064
ENSMLUT00000027023,86
ENSMLUT00000031161,1156
ENSMLUT00000024069,858
ENSMLUT00000022446,711
ENSMLUT00000023484,393
ENSMLUT00000025812,840
ENSMLUT00000029440,2124
ENSMLUT00000029115,675
ENSMLUT00000026757,129
ENSMLUT00000028127,1461
ENSMLUT00000025312,1518
ENSMLUT00000028434,579
ENSMLUT00000028741,549
ENSMLUT00000030328,1377
ENSMLUT00000026333,2637
ENSMLUT00000027879,109
ENSMLUT00000026864,129
ENSMLUT00000024455,2502
ENSMLUT00000026517,107
ENSMLUT00000024403,585
ENSMLUT00000027214,717
ENSMLUT00000022623,124
ENSMLUT00000023483,795
ENSMLUT00000027289,1425
ENSMLUT00000026073,444
ENSMLUT00000031218,720
ENSMLUT00000020811,316
ENSMLUT00000030996,393
ENSMLUT00000025532,1350
ENSMLUT00000012375,1095
ENSMLUT00000025210,330
ENSMLUT00000026217,708
ENSMLUT00000025417,354
ENSMLUT00000030359,1983
ENSMLUT00000024598,627
ENSMLUT00000028332,417
ENSMLUT00000023751,83
ENSMLUT00000023849,828
ENSMLUT00000029710,351
ENSMLUT00000022940,630
ENSMLUT00000022817,119
ENSMLUT00000024694,411
ENSMLUT00000030474,1260
ENSMLUT00000027857,195
ENSMLUT00000031179,82
ENSMLUT00000028374,846
ENSMLUT00000027542,107
ENSMLUT00000022397,1145
ENSMLUT00000025309,1179
ENSMLUT00000025682,3021
ENSMLUT00000029203,132
ENSMLUT00000029135,211
ENSMLUT00000026328,630
ENSMLUT00000028497,95
ENSMLUT00000028371,5274
ENSMLUT00000023460,1473
ENSMLUT00000006117,969
ENSMLUT00000022864,834
ENSMLUT00000028248,933
ENSMLUT00000022860,495
ENSMLUT00000031061,633
ENSMLUT00000022809,88
ENSMLUT00000023744,489
ENSMLUT00000024787,459
ENSMLUT00000029214,5058
ENSMLUT00000024183,91
ENSMLUT00000025696,107
ENSMLUT00000029451,2822
ENSMLUT00000024066,489
ENSMLUT00000024171,384
ENSMLUT00000022536,150
ENSMLUT00000031298,891
ENSMLUT00000027073,1017
ENSMLUT00000030245,612
ENSMLUT00000028126,1002
ENSMLUT00000027691,1734
ENSMLUT00000027322,435
ENSMLUT00000026477,348
ENSMLUT00000026046,471
ENSMLUT00000027121,97
ENSMLUT00000022494,435
ENSMLUT00000028292,954
ENSMLUT00000024555,486
ENSMLUT00000029201,1263
ENSMLUT00000029761,738
ENSMLUT00000029700,330
ENSMLUT00000025188,1968
ENSMLUT00000027428,495
ENSMLUT00000030942,1176
ENSMLUT00000024737,330
ENSMLUT00000025573,513
ENSMLUT00000026879,936
ENSMLUT00000023366,546
ENSMLUT00000022807,318
ENSMLUT00000029379,600
ENSMLUT00000023842,336
ENSMLUT00000025080,102
ENSMLUT00000026146,708
ENSMLUT00000025030,100
ENSMLUT00000027596,753
ENSMLUT00000027316,327
ENSMLUT00000026983,975
ENSMLUT00000028291,68
ENSMLUT00000029077,1338
ENSMLUT00000030411,891
ENSMLUT00000025835,420
ENSMLUT00000029309,816
ENSMLUT00000027571,714
ENSMLUT00000030599,1383
ENSMLUT00000031240,107
ENSMLUT00000024274,1263
ENSMLUT00000030531,369
ENSMLUT00000021657,107
ENSMLUT00000026908,549
ENSMLUT00000026114,107
ENSMLUT00000028089,723
ENSMLUT00000024861,435
ENSMLUT00000028560,642
ENSMLUT00000028319,999
ENSMLUT00000025115,702
ENSMLUT00000029572,107
ENSMLUT00000026576,107
ENSMLUT00000025660,86
ENSMLUT00000023967,531
ENSMLUT00000022192,495
ENSMLUT00000030605,570
ENSMLUT00000025453,1443
ENSMLUT00000022968,107
ENSMLUT00000030480,2586
ENSMLUT00000027501,372
ENSMLUT00000024780,122
ENSMLUT00000026405,101
ENSMLUT00000023251,468
ENSMLUT00000023698,414
ENSMLUT00000027711,70
ENSMLUT00000025783,132
ENSMLUT00000026326,480
ENSMLUT00000022557,101
ENSMLUT00000025958,120
ENSMLUT00000028601,261
ENSMLUT00000029797,777
ENSMLUT00000022810,855
ENSMLUT00000024939,107
ENSMLUT00000026092,456
ENSMLUT00000022894,107
ENSMLUT00000030637,85
ENSMLUT00000027496,1272
ENSMLUT00000018579,206
ENSMLUT00000026075,1029
ENSMLUT00000029430,480
ENSMLUT00000023709,73
ENSMLUT00000026509,1257
ENSMLUT00000031012,720
ENSMLUT00000022800,109
ENSMLUT00000030578,477
ENSMLUT00000023322,105
ENSMLUT00000026790,1158
ENSMLUT00000031220,864
ENSMLUT00000030080,420
ENSMLUT00000029027,840
ENSMLUT00000027547,69
ENSMLUT00000029748,348
ENSMLUT00000029737,399
ENSMLUT00000022919,1434
ENSMLUT00000023075,163
ENSMLUT00000024685,3810
ENSMLUT00000025078,297
ENSMLUT00000031152,858
ENSMLUT00000023543,106
ENSMLUT00000029339,657
ENSMLUT00000025689,564
ENSMLUT00000025273,699
ENSMLUT00000029628,669
ENSMLUT00000030727,78
ENSMLUT00000026398,399
ENSMLUT00000024439,1569
ENSMLUT00000027572,321
ENSMLUT00000024232,447
ENSMLUT00000027708,405
ENSMLUT00000028646,540
ENSMLUT00000027956,1086
ENSMLUT00000024258,129
ENSMLUT00000024119,90
ENSMLUT00000030379,381
ENSMLUT00000025238,618
ENSMLUT00000022400,106
ENSMLUT00000026025,110
ENSMLUT00000027652,387
ENSMLUT00000024022,558
ENSMLUT00000025902,1923
ENSMLUT00000026296,1095
ENSMLUT00000030366,192
ENSMLUT00000025311,705
ENSMLUT00000027060,543
ENSMLUT00000023541,134
ENSMLUT00000031008,405
ENSMLUT00000031171,693
ENSMLUT00000030020,94
ENSMLUT00000030811,828
ENSMLUT00000030526,735
ENSMLUT00000024647,2967
ENSMLUT00000025480,2346
ENSMLUT00000023226,948
ENSMLUT00000027699,960
ENSMLUT00000024206,1035
ENSMLUT00000026560,1494
ENSMLUT00000028664,1410
ENSMLUT00000030705,387
ENSMLUT00000023806,1071
ENSMLUT00000031091,103
ENSMLUT00000023613,1239
ENSMLUT00000025234,762
ENSMLUT00000024672,129
ENSMLUT00000029542,1272
ENSMLUT00000030206,921
ENSMLUT00000029785,966
ENSMLUT00000027854,138
ENSMLUT00000027539,129
ENSMLUT00000022214,2856
ENSMLUT00000017410,570
ENSMLUT00000026644,1137
ENSMLUT00000028042,1167
ENSMLUT00000026711,1050
ENSMLUT00000028037,1383
ENSMLUT00000026011,522
ENSMLUT00000025825,575
ENSMLUT00000024319,756
ENSMLUT00000028406,678
ENSMLUT00000027469,1293
ENSMLUT00000025241,1476
ENSMLUT00000030016,534
ENSMLUT00000025861,1194
ENSMLUT00000028473,792
ENSMLUT00000029280,119
ENSMLUT00000027346,1080
ENSMLUT00000030769,345
ENSMLUT00000022902,288
ENSMLUT00000031063,663
ENSMLUT00000021849,327
ENSMLUT00000031086,420
ENSMLUT00000023790,945
ENSMLUT00000025283,594
ENSMLUT00000029736,1716
ENSMLUT00000025963,792
ENSMLUT00000031109,771
ENSMLUT00000005246,1926
ENSMLUT00000007184,1449
ENSMLUT00000007420,2019
ENSMLUT00000008981,1035
ENSMLUT00000012220,1035
ENSMLUT00000027238,2079
ENSMLUT00000030938,312
ENSMLUT00000030189,1350
ENSMLUT00000022574,107
ENSMLUT00000025905,825
ENSMLUT00000019967,117
ENSMLUT00000030968,222
ENSMLUT00000028791,129
ENSMLUT00000025368,243
ENSMLUT00000030489,132
ENSMLUT00000030385,321
ENSMLUT00000022612,282
ENSMLUT00000027573,402
ENSMLUT00000024967,504
ENSMLUT00000030240,164
ENSMLUT00000027141,885
ENSMLUT00000026362,135
ENSMLUT00000025468,540
ENSMLUT00000026076,1005
ENSMLUT00000030047,645
ENSMLUT00000027161,618
ENSMLUT00000025700,861
ENSMLUT00000023192,1002
ENSMLUT00000030300,570
ENSMLUT00000027789,119
ENSMLUT00000022921,1365
ENSMLUT00000023179,723
ENSMLUT00000028520,405
ENSMLUT00000023044,330
ENSMLUT00000025247,434
ENSMLUT00000027193,333
ENSMLUT00000029134,420
ENSMLUT00000023529,105
ENSMLUT00000025046,2301
ENSMLUT00000023958,1071
ENSMLUT00000027448,972
ENSMLUT00000022352,103
ENSMLUT00000030813,270
ENSMLUT00000028474,957
ENSMLUT00000027283,4950
ENSMLUT00000029493,774
ENSMLUT00000022478,735
ENSMLUT00000029366,1333
ENSMLUT00000023077,107
ENSMLUT00000028152,1380
ENSMLUT00000022787,975
ENSMLUT00000028308,1209
ENSMLUT00000023067,531
ENSMLUT00000029860,1161
ENSMLUT00000023156,405
ENSMLUT00000030992,116
ENSMLUT00000023028,342
ENSMLUT00000028963,333
ENSMLUT00000023496,291
ENSMLUT00000022641,1098
ENSMLUT00000024404,636
ENSMLUT00000026192,135
ENSMLUT00000024361,420
ENSMLUT00000031259,132
ENSMLUT00000030477,372
ENSMLUT00000025501,1306
ENSMLUT00000030967,900
ENSMLUT00000028926,2127
ENSMLUT00000028345,348
ENSMLUT00000024829,936
ENSMLUT00000028539,2658
ENSMLUT00000029721,597
ENSMLUT00000025952,309
ENSMLUT00000027400,2637
ENSMLUT00000028508,792
ENSMLUT00000018371,157
ENSMLUT00000022662,1131
ENSMLUT00000030825,261
ENSMLUT00000023233,107
ENSMLUT00000031126,659
ENSMLUT00000028927,108
ENSMLUT00000030270,411
ENSMLUT00000007743,267
ENSMLUT00000028067,104
ENSMLUT00000026082,2448
ENSMLUT00000028069,1341
ENSMLUT00000025149,708
ENSMLUT00000029972,720
ENSMLUT00000028405,345
ENSMLUT00000022629,382
ENSMLUT00000023426,762
ENSMLUT00000023782,972
ENSMLUT00000024677,975
ENSMLUT00000030090,1416
ENSMLUT00000024235,109
ENSMLUT00000023996,651
ENSMLUT00000022344,2427
ENSMLUT00000025837,678
ENSMLUT00000024885,1590
ENSMLUT00000026538,465
ENSMLUT00000027225,954
ENSMLUT00000030803,344
ENSMLUT00000024430,1005
ENSMLUT00000026475,1863
ENSMLUT00000025802,1037
ENSMLUT00000028550,183
ENSMLUT00000024250,477
ENSMLUT00000031073,189
ENSMLUT00000024910,1689
ENSMLUT00000030215,915
ENSMLUT00000028571,119
ENSMLUT00000022751,480
ENSMLUT00000025547,56
ENSMLUT00000029375,1542
ENSMLUT00000022704,483
ENSMLUT00000030757,606
ENSMLUT00000026242,678
ENSMLUT00000028771,1440
ENSMLUT00000030068,1281
ENSMLUT00000027701,1350
ENSMLUT00000026003,1401
ENSMLUT00000024503,1401
ENSMLUT00000028911,341
ENSMLUT00000031263,134
ENSMLUT00000030702,107
ENSMLUT00000022357,149
ENSMLUT00000029447,738
ENSMLUT00000031122,137
ENSMLUT00000027388,1092
ENSMLUT00000022852,879
ENSMLUT00000011591,1233
ENSMLUT00000022015,267
ENSMLUT00000025009,306
ENSMLUT00000023448,867
ENSMLUT00000027568,798
ENSMLUT00000026170,62
ENSMLUT00000030253,100
ENSMLUT00000026974,258
ENSMLUT00000027814,3633
ENSMLUT00000024578,915
ENSMLUT00000024897,969
ENSMLUT00000025158,498
ENSMLUT00000029788,411
ENSMLUT00000022660,729
ENSMLUT00000027187,1455
ENSMLUT00000030082,107
ENSMLUT00000024570,591
ENSMLUT00000030874,303
ENSMLUT00000030087,189
ENSMLUT00000028654,945
ENSMLUT00000026301,681
ENSMLUT00000025070,1404
ENSMLUT00000023670,249
ENSMLUT00000028200,137
ENSMLUT00000023753,648
ENSMLUT00000029492,642
ENSMLUT00000017098,696
ENSMLUT00000027896,486
ENSMLUT00000011312,1068
ENSMLUT00000024639,145
ENSMLUT00000022594,654
ENSMLUT00000029649,285
ENSMLUT00000025100,441
ENSMLUT00000028841,468
ENSMLUT00000023528,351
ENSMLUT00000027637,1674
ENSMLUT00000029610,1806
ENSMLUT00000022224,366
ENSMLUT00000026507,384
ENSMLUT00000026132,1281
ENSMLUT00000024633,741
ENSMLUT00000031191,1518
ENSMLUT00000028960,190
ENSMLUT00000027206,1584
ENSMLUT00000030920,1395
ENSMLUT00000030962,69
ENSMLUT00000025155,145
ENSMLUT00000023642,450
ENSMLUT00000027827,360
ENSMLUT00000029720,1197
ENSMLUT00000022487,1278
ENSMLUT00000028589,924
ENSMLUT00000029054,717
ENSMLUT00000028103,127
ENSMLUT00000026926,1281
ENSMLUT00000024462,338
ENSMLUT00000022913,366
ENSMLUT00000027421,1743
ENSMLUT00000028146,579
ENSMLUT00000024544,70
ENSMLUT00000010642,690
ENSMLUT00000027533,558
ENSMLUT00000025954,1647
